,id,input_a,input_b,output_add,output_sub,output_add_MR1,output_sub_MR1,output_add_MR2,output_sub_MR2,output_add_MR3,output_sub_MR3,output_add_MR4,output_sub_MR4
560,ZbmPqfvebU8UHopZidCBuD,19,19,38,0,38,0,114,0,44,0,32,0
561,AnYyQJdkVvv9ZY8cPBmvVQ,25,19,44,6,44,-6,132,18,50,6,38,6
562,gKqsTCLcJsEQDMGBQs5oXa,20,20,40,0,40,0,120,0,46,0,34,0
563,4SBZUXH9GuVEZLBFRXdNfU,20,20,40,0,40,0,120,0,46,0,34,0
564,ZU5mfbghgn6NQnaKFEMnTp,17,20,37,-3,37,3,111,-9,43,-3,31,-3
565,chWpBikj9sAUVfFut5BHYP,17,20,37,-3,37,3,111,-9,43,-3,31,-3
566,F9C47Th6tjGLgqrqKKgm7S,17,20,37,-3,37,3,111,-9,43,-3,31,-3
567,7ogUhd4V4azYz4unQ874gM,20,20,40,0,40,0,120,0,46,0,34,0
568,TEyAdEQPYisQ9xXEQHpEqD,16,16,32,0,32,0,96,0,38,0,26,0
569,nsrEhdzJ9VuTYYMj5g2zsH,16,16,32,0,32,0,96,0,38,0,26,0
570,BrfmtG2FxseWrwm4NQMobS,16,16,32,0,32,0,96,0,38,0,26,0
571,Dz4SwFzy8cYqj3kHDyxPLQ,16,16,32,0,32,0,96,0,38,0,26,0
572,FnVYgaSJPQwt8GoMNHcd8C,20,10,30,10,30,-10,90,30,36,10,24,10
573,83vxXshYNqaiAXh3JksuBo,20,20,40,0,40,0,120,0,46,0,34,0
574,5BesgDBRQgE4tiuTkCKZ6n,20,12,32,8,32,-8,96,24,38,8,26,8
575,2LcK8KAMMXPjyUZ2xusfSV,11,12,23,-1,23,1,69,-3,29,-1,17,-1
576,RFoLTaXNThQhFMzfkPewto,11,12,23,-1,23,1,69,-3,29,-1,17,-1
577,KqZruf4ZzdB3wTYdJSzfQU,20,10,30,10,30,-10,90,30,36,10,24,10
578,WbzoVSEt5kzvGHmXP3zwAw,23,10,33,13,33,-13,99,39,39,13,27,13
579,bz9C5Sf9ZHETznYFuFNUR5,20,23,43,-3,43,3,129,-9,49,-3,37,-3
580,hUVqTRbkvfXyekGaMmWP8C,20,23,43,-3,43,3,129,-9,49,-3,37,-3
581,GSwmH3xHg5HUZKW46gpBFv,13,23,36,-10,36,10,108,-30,42,-10,30,-10
582,dxKGqXSys3AfKXpjwdCk2P,20,20,40,0,40,0,120,0,46,0,34,0
583,J3Vm5ZBXNaqC5p9tcHpX3R,21,20,41,1,41,-1,123,3,47,1,35,1
584,jZvPDvXDaNRyLJyfQuowyT,20,20,40,0,40,0,120,0,46,0,34,0
585,VmYy2VFL6e4XUp2ngXYp5e,21,20,41,1,41,-1,123,3,47,1,35,1
586,joawDwnst7NnAWYZYWYBTK,21,20,41,1,41,-1,123,3,47,1,35,1
587,GTPPMgmm5hdXTmzYctMfAP,20,10,30,10,30,-10,90,30,36,10,24,10
588,JSBKmhEXAzmChxRVKDTsZ9,20,20,40,0,40,0,120,0,46,0,34,0
589,DgfRe8UkYtxPrMe8vwGkBZ,20,25,45,-5,45,5,135,-15,51,-5,39,-5
590,9vJizVKMeeeGVM3Bp5nxXH,25,20,45,5,45,-5,135,15,51,5,39,5
591,6tiAPZddKzbsbDHWzLySwx,25,20,45,5,45,-5,135,15,51,5,39,5
592,8Sge3DEWz2HCbPRSNsAiTD,10,10,20,0,20,0,60,0,26,0,14,0
593,EWUERowj5pjgbEHmpVRYN9,20,10,30,10,30,-10,90,30,36,10,24,10
594,MCJcxqzTGrQn5sqLBMrYW4,12,10,22,2,22,-2,66,6,28,2,16,2
595,dfxMr5KCqKdfb8MdkKzvme,16,10,26,6,26,-6,78,18,32,6,20,6
596,V5N43AGzY9KLXc62BQU8h5,24,10,34,14,34,-14,102,42,40,14,28,14
597,Au2ZtjU8jzEJaErn9jXHNC,27,10,37,17,37,-17,111,51,43,17,31,17
598,UwCLoDnfHySjEPrxEy5M6G,28,10,38,18,38,-18,114,54,44,18,32,18
599,ePrpj9K2b2FKUXXrvmTvbn,26,10,36,16,36,-16,108,48,42,16,30,16
600,KnreoVeetuBvcTZK262Daq,18,10,28,8,28,-8,84,24,34,8,22,8
601,SjVNCqPQ3sJAcTU3eMEyFT,18,10,28,8,28,-8,84,24,34,8,22,8
602,NkxmAEYQgXCyUUmwUTdmBh,20,13,33,7,33,-7,99,21,39,7,27,7
603,3JQjJVUCVdLoqQzShBsouq,20,20,40,0,40,0,120,0,46,0,34,0
604,R9TrAwUzybvMNm7cz3Cccm,20,20,40,0,40,0,120,0,46,0,34,0
605,c5GQsSMqw6sC2JKRp5ENAm,20,20,40,0,40,0,120,0,46,0,34,0
606,MJc7agL6idbSWGxE3R6X23,20,20,40,0,40,0,120,0,46,0,34,0
607,YQDCVP6c9oHHgSEfoJULXS,28,10,38,18,38,-18,114,54,44,18,32,18
608,f6RvLCWtzbVhXrWsaqAsRJ,20,10,30,10,30,-10,90,30,36,10,24,10
609,jpxrJFRvDUskvD3zXfVeUK,20,20,40,0,40,0,120,0,46,0,34,0
610,fEQx9mo6hENRVQxuzjYUWk,26,20,46,6,46,-6,138,18,52,6,40,6
611,aiBqAvoaufSSjoA7JQQnLp,26,10,36,16,36,-16,108,48,42,16,30,16
612,4hfzo9Y85Kq7YMtUDHy6mT,25,25,50,0,50,0,150,0,56,0,44,0
613,eBJy8oXxcuH2CpuXuysbAo,20,10,30,10,30,-10,90,30,36,10,24,10
614,UAHqnR8ioU4UH5dgUajomb,20,10,30,10,30,-10,90,30,36,10,24,10
615,C8txsbUEfi32srfYSR4vGa,10,10,20,0,20,0,60,0,26,0,14,0
616,YjHUfcHYUPtshoN3rtS9Sd,10,10,20,0,20,0,60,0,26,0,14,0
617,PYiPFca9hFnAFTmDmRvDG5,11,10,21,1,21,-1,63,3,27,1,15,1
618,V6oxkguWCmxoyMPngQYnkc,11,11,22,0,22,0,66,0,28,0,16,0
619,E9NDng2B2ooFeHQMVy8uG6,11,15,26,-4,26,4,78,-12,32,-4,20,-4
620,gkVyVCHePbRXx58d3B6FZH,11,13,24,-2,24,2,72,-6,30,-2,18,-2
621,HLuwFqRaqDdER74dyZWZmL,11,13,24,-2,24,2,72,-6,30,-2,18,-2
622,CX4GKoLY6EAEsz6vq5MtM3,20,25,45,-5,45,5,135,-15,51,-5,39,-5
623,SvXL3MdKCZarhVCbT8reZm,20,25,45,-5,45,5,135,-15,51,-5,39,-5
624,W4V2r2SpJP2rWHFG6gEopA,20,25,45,-5,45,5,135,-15,51,-5,39,-5
625,mh7FhNKQv2b6gvxzcwuC8k,20,25,45,-5,45,5,135,-15,51,-5,39,-5
626,QzCr8bEu3yR2drx7UqnohM,20,25,45,-5,45,5,135,-15,51,-5,39,-5
627,PkZ9bTCrZaNWEGfkNi3qJv,20,10,30,10,30,-10,90,30,36,10,24,10
628,8QZyBJ8wCaWwzpBRbQKJ8H,11,10,21,1,21,-1,63,3,27,1,15,1
629,3z3tz8cAQwmmtmJ3WHsEWQ,11,10,21,1,21,-1,63,3,27,1,15,1
630,AzLDfLPM7YzDsFXaGdh95B,20,11,31,9,31,-9,93,27,37,9,25,9
631,BQsvp47HG2ihCJvdKvX2LK,20,23,43,-3,43,3,129,-9,49,-3,37,-3
632,4dcfmAfDNLxMtgtn6dyGXn,20,10,30,10,30,-10,90,30,36,10,24,10
633,7uTpnx3ZTo5RF69AdPSFLv,25,25,50,0,50,0,150,0,56,0,44,0
634,52aovcC7vMtWx2YFcxyoRW,25,25,50,0,50,0,150,0,56,0,44,0
635,PrpQys5G9FywDgEPVSfb9h,25,25,50,0,50,0,150,0,56,0,44,0
636,MQAQPLc3JQBKNLVgZ25pet,25,18,43,7,43,-7,129,21,49,7,37,7
637,3NuCRzudouJRk8vqTBiQpJ,18,18,36,0,36,0,108,0,42,0,30,0
638,TWHEpCantiBrxJiVzm6g6K,18,18,36,0,36,0,108,0,42,0,30,0
639,P8whc79UnRLAzCbXD7VP52,18,18,36,0,36,0,108,0,42,0,30,0
640,3nQSJr7dMkvqYhVJwhAeHF,10,18,28,-8,28,8,84,-24,34,-8,22,-8
641,MnQzbaVgG2xZtWsUg2eQHn,10,23,33,-13,33,13,99,-39,39,-13,27,-13
642,RYQ3Ry2Fw5ijrtdkbRP56n,20,10,30,10,30,-10,90,30,36,10,24,10
643,KAtkQDC4DRvLh79QWcY7iv,20,10,30,10,30,-10,90,30,36,10,24,10
644,JbkYor2qBMemp66shk5bt9,21,10,31,11,31,-11,93,33,37,11,25,11
645,TJ2bSCYS56YPTSXYxua2ZE,16,21,37,-5,37,5,111,-15,43,-5,31,-5
646,Ti423JfaJULGaGpWWKh67A,25,25,50,0,50,0,150,0,56,0,44,0
647,gcUc3SaZUszTvJmbxnssaA,20,10,30,10,30,-10,90,30,36,10,24,10
648,kQnFH2EF74CCjJpgWMR6Ha,20,16,36,4,36,-4,108,12,42,4,30,4
649,etjTwCBnAu4QMwgxanDWC4,20,16,36,4,36,-4,108,12,42,4,30,4
650,BU5gQQXe4rgM38rQgorsyq,20,11,31,9,31,-9,93,27,37,9,25,9
651,BaPZVfUhfQ3NGJUcMDEsLB,28,11,39,17,39,-17,117,51,45,17,33,17
652,bqo9b85S6SS3U6bvSsxMgm,20,20,40,0,40,0,120,0,46,0,34,0
653,69iuMf2pQg5whTLsYjtpo6,25,25,50,0,50,0,150,0,56,0,44,0
654,ZgixBubFXyDNVxFdXCHbMz,25,25,50,0,50,0,150,0,56,0,44,0
655,TjuNrFrtVtT5bVvhoGrGPC,25,25,50,0,50,0,150,0,56,0,44,0
656,ABWpv8yZR9Uzfztg2VnxQL,25,25,50,0,50,0,150,0,56,0,44,0
657,K4UshfDpMNtBn4uAf6DXGd,20,25,45,-5,45,5,135,-15,51,-5,39,-5
658,b4JVZZtioZq2NvwgZGoFtm,20,25,45,-5,45,5,135,-15,51,-5,39,-5
659,Hjhbbpg6oTpm3fZpALzbRe,20,25,45,-5,45,5,135,-15,51,-5,39,-5
660,4rvGJHptj8NJ84AgAsCKZp,25,25,50,0,50,0,150,0,56,0,44,0
661,kkEAYhz4fXKAv4efNeU7Ho,25,25,50,0,50,0,150,0,56,0,44,0
662,jwiHi5zCrseDGbVRsFn8Xg,20,10,30,10,30,-10,90,30,36,10,24,10
663,DJxxm3uFKwFN79AVzAdEH2,10,10,20,0,20,0,60,0,26,0,14,0
664,bB6QB7Lv7LsgGi8k4yfSjq,10,10,20,0,20,0,60,0,26,0,14,0
665,fQax9UdSgNfcCttuXdB3xP,10,10,20,0,20,0,60,0,26,0,14,0
666,7zsjMycbKCGvmKTF6P8bys,10,28,38,-18,38,18,114,-54,44,-18,32,-18
667,eoZ9UVarFBxDT2jB7QjL3x,25,10,35,15,35,-15,105,45,41,15,29,15
668,4ayvZmgAt6uP7J5JfbneQi,25,10,35,15,35,-15,105,45,41,15,29,15
669,Ekc5FWNPyH3ReiWBpu6ZjZ,25,10,35,15,35,-15,105,45,41,15,29,15
670,fM5NLKPnmSDsyyNWyJwyix,24,10,34,14,34,-14,102,42,40,14,28,14
671,C7PVJohLjkfzx2CX8yqmKn,24,25,49,-1,49,1,147,-3,55,-1,43,-1
672,dh79B2ZgboPDJnh9KviNcg,10,10,20,0,20,0,60,0,26,0,14,0
673,akCqJxTLEYY5Fe4RFgZucN,10,10,20,0,20,0,60,0,26,0,14,0
674,nEJG5jKfiY6V2HrqA2EDtW,10,10,20,0,20,0,60,0,26,0,14,0
675,NM6s4m89zqsKhPc2jpCbF9,10,10,20,0,20,0,60,0,26,0,14,0
676,6xWnCVtAP8ybxEVPKgHYgW,10,10,20,0,20,0,60,0,26,0,14,0
677,QG2HWteBuT7R2C4mAf8MgU,25,25,50,0,50,0,150,0,56,0,44,0
678,SuAQreJzRrPtFvR5FFntri,25,25,50,0,50,0,150,0,56,0,44,0
679,gasVji6UcnsonRTikFzC3X,25,25,50,0,50,0,150,0,56,0,44,0
680,8hU5X62tFuWjzLjqbFYoEF,25,25,50,0,50,0,150,0,56,0,44,0
681,Tv9Mwq5seUqymhyjKMbF6h,25,13,38,12,38,-12,114,36,44,12,32,12
682,m7Ve3CmtSEvKqNjsjNRFfa,21,10,31,11,31,-11,93,33,37,11,25,11
683,D8c6Ej7uTFZbh2Rxoo65Hi,10,10,20,0,20,0,60,0,26,0,14,0
684,DwydvWWXhXmCQtUAiqRHCp,10,10,20,0,20,0,60,0,26,0,14,0
685,nLvtYPMox9PemFf6B8J4SA,10,10,20,0,20,0,60,0,26,0,14,0
686,DRnhiHAPvAWUcEEQyWsq8R,10,10,20,0,20,0,60,0,26,0,14,0
687,5RjDNWQDfKN8LJEhWY7fp6,16,10,26,6,26,-6,78,18,32,6,20,6
688,3S3sh9vDC2jLsXTn3EsayH,12,10,22,2,22,-2,66,6,28,2,16,2
689,FtUFoaFNjYrgtkCCKGkwm5,12,10,22,2,22,-2,66,6,28,2,16,2
690,EuXG3iu29nRPwXLwJGYcfB,20,10,30,10,30,-10,90,30,36,10,24,10
691,aqHkLz9uvTehHioNf9tyTH,20,20,40,0,40,0,120,0,46,0,34,0
692,5ErZq4LnmHHLfnh8pXGjzU,25,20,45,5,45,-5,135,15,51,5,39,5
693,DSkbQB86mFRj8DhHvrFgWa,29,20,49,9,49,-9,147,27,55,9,43,9
694,7iiPhESKAm5nUKfA9x2K3h,29,20,49,9,49,-9,147,27,55,9,43,9
695,CEb3ZYaUgRkLypJsnc9UEN,29,20,49,9,49,-9,147,27,55,9,43,9
696,RC7ZGCBcwygHcZx4FPKveR,29,24,53,5,53,-5,159,15,59,5,47,5
697,4no2PZKBJtgQ9SXvux4eTq,25,25,50,0,50,0,150,0,56,0,44,0
698,BdYepQ3PHpy3nmkRoxW3GE,25,20,45,5,45,-5,135,15,51,5,39,5
699,EmrJWhpnKK3LopMTVhpPaJ,25,20,45,5,45,-5,135,15,51,5,39,5
700,D2rFxftYTzhNyCYpNu29yg,20,10,30,10,30,-10,90,30,36,10,24,10
701,RU3EEoTjm36nqJQ6EFYS4N,20,20,40,0,40,0,120,0,46,0,34,0
702,SoG3CF3tkE3qRERo4uyTap,20,10,30,10,30,-10,90,30,36,10,24,10
703,WBrB7rMCs63rXV7rRh77si,20,20,40,0,40,0,120,0,46,0,34,0
704,MXV2T8BLAhNgGbTdkpg4bt,20,12,32,8,32,-8,96,24,38,8,26,8
705,8NCbTWdCqkit66XF992scN,20,20,40,0,40,0,120,0,46,0,34,0
706,mBVzPkuYzXVXCpu9kQeQCZ,20,10,30,10,30,-10,90,30,36,10,24,10
707,bMBPmPFXZTTevdVVfQEpaN,25,20,45,5,45,-5,135,15,51,5,39,5
708,hAeHmdchGX8452Y6XiX56s,25,20,45,5,45,-5,135,15,51,5,39,5
709,fzLbr4ytamKrVpAjqANLco,25,10,35,15,35,-15,105,45,41,15,29,15
710,MJjt8WQFBpk927WhsPu8aP,20,25,45,-5,45,5,135,-15,51,-5,39,-5
711,RGmFYaGAeheNqGB57S8Eze,20,25,45,-5,45,5,135,-15,51,-5,39,-5
712,WokaKndHbeLzCLGPDXbwzP,20,10,30,10,30,-10,90,30,36,10,24,10
713,FvdjDaCB5d4MERndpohvCc,20,19,39,1,39,-1,117,3,45,1,33,1
714,KBKvoa5ENecmsBw2uLee3L,15,19,34,-4,34,4,102,-12,40,-4,28,-4
715,MquRgq9pJE4kUoxYs5BqJC,15,19,34,-4,34,4,102,-12,40,-4,28,-4
716,ik9x2NjfbtBdBTurbsJogn,15,19,34,-4,34,4,102,-12,40,-4,28,-4
717,j9FrntLfCuennKPUDPFm6p,20,20,40,0,40,0,120,0,46,0,34,0
718,VqgqTMdQHLdoStWgDQzWQ4,12,20,32,-8,32,8,96,-24,38,-8,26,-8
719,DupLRoJ26JntV4s47Ek3ie,12,20,32,-8,32,8,96,-24,38,-8,26,-8
720,n6t9iyAmWJ6nu4FTreXFF3,12,20,32,-8,32,8,96,-24,38,-8,26,-8
721,j4LheEwt97NdaajALhvcnG,12,20,32,-8,32,8,96,-24,38,-8,26,-8
722,Mvy7hWaW3fJ7c5sZkFwsZv,15,10,25,5,25,-5,75,15,31,5,19,5
723,eN9b8XyLCgBN4Y7u7zzYuJ,27,10,37,17,37,-17,111,51,43,17,31,17
724,3RP73WGNgnoDzEK5QKpQDD,11,10,21,1,21,-1,63,3,27,1,15,1
725,WMyb8RsLxDtmGWYZBvKinf,10,10,20,0,20,0,60,0,26,0,14,0
726,kdU6c56PeuNTCH332RctAt,22,10,32,12,32,-12,96,36,38,12,26,12
727,KyTxmMFqxGEJBazzTFnhYG,20,20,40,0,40,0,120,0,46,0,34,0
728,VAAveXb7D5ieeKoVcc5uFJ,20,20,40,0,40,0,120,0,46,0,34,0
729,NgmvGTH8MRyreWj9XAjTub,20,20,40,0,40,0,120,0,46,0,34,0
730,Ms44DM8pqcWg3Z2MJizymV,20,20,40,0,40,0,120,0,46,0,34,0
731,iMSk7sqbf754P5Sof2eh9C,24,20,44,4,44,-4,132,12,50,4,38,4
732,FyWmXrzWbNbdyXowuMaDNq,12,10,22,2,22,-2,66,6,28,2,16,2
733,HCmV3AGtkJdbURnhkC5P5u,20,12,32,8,32,-8,96,24,38,8,26,8
734,oZ9PsWbZ4MHSL3ygEFjqK6,20,12,32,8,32,-8,96,24,38,8,26,8
735,hdYbUSTA3LW2UPNa4pVYJD,20,12,32,8,32,-8,96,24,38,8,26,8
736,NJJXsvndRKSJ7jysBmXjN7,20,12,32,8,32,-8,96,24,38,8,26,8
737,3DULLC8bnDrS9wormbJVsV,28,10,38,18,38,-18,114,54,44,18,32,18
738,Gc2SKmnmjEzTa4vde3VqNL,28,10,38,18,38,-18,114,54,44,18,32,18
739,BsuXVmZfT6gnA7kCckhj8u,10,28,38,-18,38,18,114,-54,44,-18,32,-18
740,HafaXKZvtZuDdtGwGYi6EG,10,28,38,-18,38,18,114,-54,44,-18,32,-18
741,HrvouZ9RbZjg6Qj9PJMdaD,10,28,38,-18,38,18,114,-54,44,-18,32,-18
742,UnTkHySdG6zKDofiwAdL3j,20,10,30,10,30,-10,90,30,36,10,24,10
743,RK7tXBQFV7UAYS68rvS69b,20,20,40,0,40,0,120,0,46,0,34,0
744,N95J4wKfA6RFghGqhKvMEm,20,13,33,7,33,-7,99,21,39,7,27,7
745,bn7RdRkuSPbNQJy2J3yjzF,20,13,33,7,33,-7,99,21,39,7,27,7
746,6SHSDfJUSA99UGbK3FTtKG,20,13,33,7,33,-7,99,21,39,7,27,7
747,2jVAxSRBjbHzrCrkNmvZNE,20,10,30,10,30,-10,90,30,36,10,24,10
748,aRomH84npp66TRLGo5Y6mg,20,10,30,10,30,-10,90,30,36,10,24,10
749,3wcNQmFAr3779pcxUXyzmn,20,14,34,6,34,-6,102,18,40,6,28,6
750,oVMfDx6tYGy8vsKaypCLUr,20,14,34,6,34,-6,102,18,40,6,28,6
751,gZjbsXdBCfKCDvcHySDMXX,20,14,34,6,34,-6,102,18,40,6,28,6
752,DJBZZPwS63edzVyoq2Q6fd,25,25,50,0,50,0,150,0,56,0,44,0
753,Lhac9Bk64zidhx8vowSDK2,25,25,50,0,50,0,150,0,56,0,44,0
754,KmyHCDeuKVrHsm9Aohwe4D,25,25,50,0,50,0,150,0,56,0,44,0
755,8tfKt9JopMGuzQYUsn5vRv,24,25,49,-1,49,1,147,-3,55,-1,43,-1
756,EreAsNsCi46cV9KN97bwKC,24,25,49,-1,49,1,147,-3,55,-1,43,-1
757,cnZmquZL85jRmBhd8iFftn,20,20,40,0,40,0,120,0,46,0,34,0
758,Xy9CspNkYveJFgtrvHvtxg,20,20,40,0,40,0,120,0,46,0,34,0
759,ZQXrz9thxJyzKVBfwZnFTV,20,18,38,2,38,-2,114,6,44,2,32,2
760,Uq92qACgwmuoEccH7XoVE8,20,18,38,2,38,-2,114,6,44,2,32,2
761,f6gwtANKhp5a3nET3xgonw,16,18,34,-2,34,2,102,-6,40,-2,28,-2
762,JyRv4qgF6SwcHXdJSqrdMQ,20,10,30,10,30,-10,90,30,36,10,24,10
763,ArDWTM3aV9qNXwCyXCjkMg,20,10,30,10,30,-10,90,30,36,10,24,10
764,7cLf88Jq35TecNqhWmedBD,10,10,20,0,20,0,60,0,26,0,14,0
765,VYw4iFM29U67Bo5mKSrdu2,10,10,20,0,20,0,60,0,26,0,14,0
766,GwZ2QP5jm523VRxQ8xiwqy,10,10,20,0,20,0,60,0,26,0,14,0
767,5jn3rQfRC37mtHeVga4jc6,20,20,40,0,40,0,120,0,46,0,34,0
768,GA9DdAUfKe7kNRqY7oXq8g,24,20,44,4,44,-4,132,12,50,4,38,4
769,NFqVtaZ2muYEMZwmpdVnVL,24,20,44,4,44,-4,132,12,50,4,38,4
770,fYe8KR34bVYEaGRxcMaw8F,20,24,44,-4,44,4,132,-12,50,-4,38,-4
771,6hBEDSzzZHp2mxtTHfj6TA,13,24,37,-11,37,11,111,-33,43,-11,31,-11
772,EBoSnV4RKQ6WNNcyusuLyy,24,10,34,14,34,-14,102,42,40,14,28,14
773,TVr3a2PAyUAZREW2P6hKxw,13,10,23,3,23,-3,69,9,29,3,17,3
774,EhbngMYD6tNrNT74gxBsMt,17,10,27,7,27,-7,81,21,33,7,21,7
775,Y6Zzg7HTZkX8ycEQ4AiY8Y,20,17,37,3,37,-3,111,9,43,3,31,3
776,mw9BGHHThgandwzMo6XQ85,20,18,38,2,38,-2,114,6,44,2,32,2
777,4usEsJrHbJ4SKS7kDR7q2k,20,10,30,10,30,-10,90,30,36,10,24,10
778,9S26cKzoQewyKB7464hXwf,15,10,25,5,25,-5,75,15,31,5,19,5
779,R6KSpGpqReyktn6XLPqsV6,20,15,35,5,35,-5,105,15,41,5,29,5
780,PNCJPK43vtcN2FYVKw4MiV,20,11,31,9,31,-9,93,27,37,9,25,9
781,doqS5RWLVHgM6pf3cvu4ZE,10,12,22,-2,22,2,66,-6,28,-2,16,-2
782,HzvF5NGcRfACMuPhmcESMm,20,10,30,10,30,-10,90,30,36,10,24,10
783,EDtwAuwzr3gyndVEGMpzfh,11,10,21,1,21,-1,63,3,27,1,15,1
784,fxHifs9zZtsYPoPg2CKifd,11,16,27,-5,27,5,81,-15,33,-5,21,-5
785,hf9arsiwtm8aRD23B9xqbr,11,16,27,-5,27,5,81,-15,33,-5,21,-5
786,DTNsyyZuYUoce7QDAkKNdm,11,16,27,-5,27,5,81,-15,33,-5,21,-5
787,ErCiDGyuLb2wRceGQZE79K,20,10,30,10,30,-10,90,30,36,10,24,10
788,eNG6KWEAzCz5qDP9ZRpJuU,20,10,30,10,30,-10,90,30,36,10,24,10
789,XBKJNQr3HxgYovmpAj8QNy,20,20,40,0,40,0,120,0,46,0,34,0
790,ApxBP22PdFGkxEkYGSzegL,18,20,38,-2,38,2,114,-6,44,-2,32,-2
791,HZp7YyT3g2KUScudmM5uH4,18,25,43,-7,43,7,129,-21,49,-7,37,-7
792,PDV2SrzpcDcuJjv9ywz96n,20,20,40,0,40,0,120,0,46,0,34,0
793,7EUrgPuDAQkYhWLP9vUCTo,20,14,34,6,34,-6,102,18,40,6,28,6
794,k8aoZ6fr4QKGomuwb8GEsn,20,14,34,6,34,-6,102,18,40,6,28,6
795,GPscMm6QfV82enWMt9rtsd,20,14,34,6,34,-6,102,18,40,6,28,6
796,SXN3z5jq8rHQCPgMNxBLef,26,14,40,12,40,-12,120,36,46,12,34,12
797,QaUyw7py6rzy2vMF2V5o3x,20,29,49,-9,49,9,147,-27,55,-9,43,-9
798,EQpoVUB5tHYE3PvMaVyixK,20,29,49,-9,49,9,147,-27,55,-9,43,-9
799,5uEY3TM7CSrWbVABvJxakS,20,29,49,-9,49,9,147,-27,55,-9,43,-9
800,e2AD56aVb3QPBMrmoVQ936,20,29,49,-9,49,9,147,-27,55,-9,43,-9
801,CMkg3teB5r3ErhuEVdJQUH,20,29,49,-9,49,9,147,-27,55,-9,43,-9
802,iPRQBekDekRGtoCJji6fdZ,10,10,20,0,20,0,60,0,26,0,14,0
803,gmMRVcR9fPiHeuqtEWw6Xn,10,10,20,0,20,0,60,0,26,0,14,0
804,mnQupDAHW8w6FueHQZUuAQ,10,14,24,-4,24,4,72,-12,30,-4,18,-4
805,QE7JRnJuNzjL4rP64AtM37,14,10,24,4,24,-4,72,12,30,4,18,4
806,NKfD6pUdWZwyyhisrvEzVW,11,14,25,-3,25,3,75,-9,31,-3,19,-3
807,P323PHBfZEdFrJQUmx4Q78,10,10,20,0,20,0,60,0,26,0,14,0
808,EsnJoKAva23YrEePpCAheu,10,10,20,0,20,0,60,0,26,0,14,0
809,jL8nGNFSCV2n4gyidqXpxd,10,10,20,0,20,0,60,0,26,0,14,0
810,efbVdx5qnTEzfUCSMjMHuM,10,10,20,0,20,0,60,0,26,0,14,0
811,eb2WTE9RDeRh4h53Eqrr2G,10,10,20,0,20,0,60,0,26,0,14,0
812,htPHXxApSRN2kfRyeDftuV,20,14,34,6,34,-6,102,18,40,6,28,6
813,5TbSnBrxtujo8vXrThxRQw,20,15,35,5,35,-5,105,15,41,5,29,5
814,Gzqa3NFsnp7VCf8yzeL8Nj,19,21,40,-2,40,2,120,-6,46,-2,34,-2
815,78DzSqZpiZrbjFdwEPYTT4,19,20,39,-1,39,1,117,-3,45,-1,33,-1
816,ZN2tZxBavtQqxUxcKXGoQP,19,24,43,-5,43,5,129,-15,49,-5,37,-5
817,LGmw43tA5kqxJNujUWwDQa,25,25,50,0,50,0,150,0,56,0,44,0
818,g98HzKGJJPKGFRh6tuhawN,25,25,50,0,50,0,150,0,56,0,44,0
819,SrdgiMQnuLh8Mk3KiNL6Ni,25,25,50,0,50,0,150,0,56,0,44,0
820,63SwpkzjJtshSuN2GX4YQG,25,25,50,0,50,0,150,0,56,0,44,0
821,eyUPYb5Kj2qguCjR4DKew3,25,25,50,0,50,0,150,0,56,0,44,0
822,SKwe25g7xoeRDeqT8ZGMUo,20,20,40,0,40,0,120,0,46,0,34,0
823,88TLPbvsRAnDiR9CkypT8p,20,10,30,10,30,-10,90,30,36,10,24,10
824,Jc7BC2tiRqgPEviRzykeDS,17,10,27,7,27,-7,81,21,33,7,21,7
825,QwpMfgRieH8EMmxYhp7EWF,29,10,39,19,39,-19,117,57,45,19,33,19
826,QD2TmRzE4fCEZVuz8QKTmL,25,10,35,15,35,-15,105,45,41,15,29,15
827,Ee7RKusZvZoxS9WkovjeXz,13,10,23,3,23,-3,69,9,29,3,17,3
828,YzEsqSUfHKHcsM9AcdTStq,12,13,25,-1,25,1,75,-3,31,-1,19,-1
829,LjCU59UgNcpZpCbZJCCwuk,13,10,23,3,23,-3,69,9,29,3,17,3
830,RftKVBthJNnadxqigmpSMg,13,10,23,3,23,-3,69,9,29,3,17,3
831,oBHFBZtBPvzQ9KVF82LRqM,28,10,38,18,38,-18,114,54,44,18,32,18
832,8eLy9XbaPverrwr72hWGGK,20,10,30,10,30,-10,90,30,36,10,24,10
833,jaAfmYbZR7mGqYSMzBBuRQ,16,10,26,6,26,-6,78,18,32,6,20,6
834,JtFKV9pP3FqAM9EtBJVbrM,16,10,26,6,26,-6,78,18,32,6,20,6
835,UjrNK8VXY63gVLCpzA9HDA,16,10,26,6,26,-6,78,18,32,6,20,6
836,ST7zfZo6MxxbTya753RXrT,16,10,26,6,26,-6,78,18,32,6,20,6
837,JKDmTrj9bhPW6UygGtWjNe,12,10,22,2,22,-2,66,6,28,2,16,2
838,fZXSxDJCAmycEsvjYxNEkV,17,10,27,7,27,-7,81,21,33,7,21,7
839,jdt966NoC8RHKdHdgdDEws,29,10,39,19,39,-19,117,57,45,19,33,19
840,cWGur7g7ZtVeJ9Yhd27nQv,25,10,35,15,35,-15,105,45,41,15,29,15
